entry_ts,exit_ts,side,entry_price,exit_price,qty,reason,pnl_usd
2023-10-02 14:00:00+00:00,2023-10-02 14:00:00+00:00,long,28553.25504,28404.8072352,1.4422379577251312,SL,-234.58030441176385
2023-10-16 13:25:00+00:00,2023-10-16 13:25:00+00:00,long,27999.29965,28553.574357,1.4439650966318613,TP,779.7381484760571
2023-10-17 04:00:00+00:00,2023-10-17 04:00:00+00:00,long,28267.72649,28120.763142450003,1.5092875058542212,SL,-243.03110250871597
2023-10-17 17:15:00+00:00,2023-10-17 17:15:00+00:00,long,28546.95441,28398.53936205,1.4672847173857597,SL,-238.60150308811455
2023-10-20 10:20:00+00:00,2023-10-20 10:20:00+00:00,long,29427.34244,30009.886711200004,1.397444120052588,TP,793.1044965947603
2023-10-23 18:40:00+00:00,2023-10-23 18:40:00+00:00,long,30880.18771,30719.642228549998,1.4052854689120873,SL,-247.1971655981609
2023-10-23 19:05:00+00:00,2023-10-23 19:05:00+00:00,long,31343.534040000002,31180.5796302,1.3592766073219194,SL,-242.6916335481251
2023-10-23 22:25:00+00:00,2023-10-23 22:25:00+00:00,long,31453.745059999997,32076.4040388,1.329825820095123,TP,806.6999719690045
2023-10-24 02:35:00+00:00,2023-10-24 02:35:00+00:00,long,34733.57301,34552.993855049994,1.270798389458852,SL,-251.4346437512981
2023-10-24 13:50:00+00:00,2023-10-24 13:50:00+00:00,long,34353.03496,34174.4342148,1.2614566298127874,SL,-246.85187742722155
2023-10-25 01:50:00+00:00,2023-10-25 01:50:00+00:00,long,34359.93565,34181.299028249996,1.2382159992160258,SL,-242.35263876213904
2023-11-09 14:10:00+00:00,2023-11-09 14:10:00+00:00,long,37253.725,37991.2005,1.121218788978549,TP,805.5731631031248
2023-11-10 00:20:00+00:00,2023-11-10 00:20:00+00:00,long,36803.68,36612.3384,1.1976442085439252,SL,-251.0834366165332
2023-11-28 19:55:00+00:00,2023-11-28 19:55:00+00:00,long,38319.23154,38120.010617700005,1.1293110866789224,SL,-246.50707155922845
2023-12-03 22:40:00+00:00,2023-12-03 22:40:00+00:00,long,40117.611359999995,39909.0406968,1.0590260282502115,SL,-242.01411748840508
2023-12-04 05:20:00+00:00,2023-12-04 05:20:00+00:00,long,40677.96739,41483.2292622,1.0254010911983005,TP,804.4479281783263
2023-12-04 20:45:00+00:00,2023-12-04 20:45:00+00:00,long,41975.09709,41756.86939545,1.0486252311525934,SL,-250.732720052403
2023-12-04 22:30:00+00:00,2023-12-04 22:30:00+00:00,long,42346.33421,42126.176461049996,1.0204870781385598,SL,-246.16274732049635
2023-12-05 23:10:00+00:00,2023-12-05 23:10:00+00:00,long,44340.833640000004,44110.3065282,0.9568212123056256,SL,-241.67606906553482
2023-12-06 10:50:00+00:00,2023-12-06 10:50:00+00:00,long,44277.027259999995,44046.8318763,0.9407354545479627,SL,-237.27116712313324
2024-01-02 10:05:00+00:00,2024-01-02 10:05:00+00:00,long,45859.685509999996,45621.26191754999,0.8917152889081801,SL,-232.94655099966218
2024-01-02 14:30:00+00:00,2024-01-02 14:30:00+00:00,long,45824.582,45586.34091,0.8761331059352467,SL,-228.7007573679521
2024-01-11 14:05:00+00:00,2024-01-11 14:05:00+00:00,long,46773.77691,47699.7115518,0.8427087075401786,TP,760.1947041220267
2024-01-19 14:50:00+00:00,2024-01-19 14:50:00+00:00,short,40934.806110000005,41147.70885945,1.0159195508627636,SL,-237.19344655045046
2024-01-19 17:15:00+00:00,2024-01-19 17:15:00+00:00,short,40451.25447,40661.64225765,1.009307669045893,SL,-232.8660612320645
2024-01-22 15:50:00+00:00,2024-01-22 15:50:00+00:00,short,40615.13808,40826.37822959999,0.9868954469297648,SL,-228.61762524370957
2024-01-22 18:50:00+00:00,2024-01-22 18:50:00+00:00,short,40288.370760000005,40497.911386199994,0.9767487993816044,SL,-224.4466982244753
2024-01-22 19:50:00+00:00,2024-01-22 19:50:00+00:00,short,39540.345570000005,39745.995702149994,0.9770699177973377,SL,-220.35186609153797
2024-01-23 11:35:00+00:00,2024-01-23 11:35:00+00:00,short,39516.048,38733.47296,0.9598339571870025,TP,732.5532461255837
2024-01-23 14:25:00+00:00,2024-01-23 14:25:00+00:00,short,38625.037110000005,38825.926704449994,1.0363077552340128,SL,-228.30124914832382
2024-02-09 02:40:00+00:00,2024-02-09 02:40:00+00:00,long,45031.30268,45922.7432664,0.872837743808641,TP,758.0414383617539
2024-02-09 11:35:00+00:00,2024-02-09 11:35:00+00:00,long,46004.6,46915.308,0.9015831013963819,TP,799.9299186616918
2024-02-09 14:20:00+00:00,2024-02-09 14:20:00+00:00,long,46991.29866,46746.9918333,0.9314264529691834,SL,-249.32453342447116
2024-02-09 18:55:00+00:00,2024-02-09 18:55:00+00:00,long,47775.27705,47526.89433525,0.899443979812041,SL,-244.7802269657588
2024-02-14 21:15:00+00:00,2024-02-14 21:15:00+00:00,long,51806.08009,51536.74131045,0.814344034061094,SL,-240.3187471783978
2024-02-15 01:05:00+00:00,2024-02-15 01:05:00+00:00,long,52392.43872,52120.0514736,0.7905536637516876,SL,-235.93858442444534
2024-02-22 00:30:00+00:00,2024-02-22 00:30:00+00:00,long,51915.29101,51645.384445050004,0.7832781199804838,SL,-231.63825658131813
2024-02-26 20:20:00+00:00,2024-02-26 20:20:00+00:00,long,54657.56521,54373.40161605,0.7304194419248992,SL,-227.41630854030763
2024-02-27 02:05:00+00:00,2024-02-27 02:05:00+00:00,long,55204.819930000005,56297.65567140001,0.7099976751201732,TP,755.9252333615299
2024-02-27 16:05:00+00:00,2024-02-27 16:05:00+00:00,long,56633.162749999996,56338.72806375,0.730334979298039,SL,-235.60902238407317
2024-02-27 20:00:00+00:00,2024-02-27 20:00:00+00:00,long,57595.15894,57295.722854700005,0.7050473014647503,SL,-231.31470129402032
2024-02-28 08:55:00+00:00,2024-02-28 08:55:00+00:00,long,58367.8362,59523.287076,0.6830334305170025,TP,768.8833781445732
2024-02-28 13:25:00+00:00,2024-02-28 13:25:00+00:00,long,59872.386640000004,61057.6216272,0.7026644421810452,TP,811.3709713135556
2024-02-28 17:00:00+00:00,2024-02-28 17:00:00+00:00,long,61484.54784,62701.697203200005,0.7220504735668697,TP,856.2063790206695
2024-02-29 00:10:00+00:00,2024-02-29 00:10:00+00:00,long,61969.49633,61647.318151650004,0.7559874184151077,SL,-266.864947771337
2024-03-06 09:55:00+00:00,2024-03-06 09:55:00+00:00,long,66781.07744,66433.8839472,0.6887322678450088,SL,-262.0009414535255
2024-03-06 12:05:00+00:00,2024-03-06 12:05:00+00:00,long,67571.85651000001,67220.55177255,0.6682659285691676,SL,-257.22558880739035
2024-03-11 07:40:00+00:00,2024-03-11 07:40:00+00:00,long,71127.112,70757.32355999999,0.6232916564051084,SL,-252.5372739893158
2024-03-16 01:35:00+00:00,2024-03-16 01:35:00+00:00,long,69576.957,69215.227785,0.6255649047292352,SL,-247.93441060682358
2024-03-25 15:45:00+00:00,2024-03-25 15:45:00+00:00,long,68629.66228,69988.25647440001,0.6226403521535354,TP,824.1268113060535
2024-03-25 21:05:00+00:00,2024-03-25 21:05:00+00:00,long,71032.70256,70663.4049528,0.6348187999819854,SL,-256.86629280631263
2024-03-26 07:45:00+00:00,2024-03-26 07:45:00+00:00,long,71481.24741000001,71109.61782705,0.6193374100916194,SL,-252.18452668649647
2024-04-08 19:20:00+00:00,2024-04-08 19:20:00+00:00,long,72135.41282,71760.3822441,0.6025349358375792,SL,-247.58809264260373
2024-04-18 08:30:00+00:00,2024-04-18 08:30:00+00:00,short,61018.797510000004,61336.15750244999,0.6991841409518067,SL,-243.33570798993344
2024-04-25 11:15:00+00:00,2024-04-25 11:15:00+00:00,short,63393.75999,63723.47221004999,0.6607120298904733,SL,-238.89626252671184
2024-04-25 13:40:00+00:00,2024-04-25 13:40:00+00:00,short,63194.77989,63523.45721054999,0.6507003372185692,SL,-234.53781083207278
2024-04-29 14:10:00+00:00,2024-04-29 14:10:00+00:00,short,61945.50483,62267.68464584999,0.6517123522392115,SL,-230.25887524611448
2024-04-30 14:20:00+00:00,2024-04-30 14:20:00+00:00,short,60544.14498,60859.03629509999,0.6546318185948696,SL,-226.0580050675356
2024-04-30 20:00:00+00:00,2024-04-30 20:00:00+00:00,short,59270.47236,59578.73927819999,0.6564994767008816,SL,-221.93377606180397
2024-05-01 01:20:00+00:00,2024-05-01 01:20:00+00:00,short,59913.90801,60225.52144995,0.6376004811686324,SL,-217.8847899782931
2024-05-01 03:10:00+00:00,2024-05-01 03:10:00+00:00,short,59765.32287,60076.16351565,0.6275242685364116,SL,-213.90967407621463
2024-05-01 07:05:00+00:00,2024-05-01 07:05:00+00:00,short,59508.94851,58330.4344602,0.6187297969146613,TP,711.1363697600797
2024-05-01 16:15:00+00:00,2024-05-01 16:15:00+00:00,short,56938.90554,57235.04593229999,0.6824364829863533,SL,-221.62664951620394
2024-05-02 02:50:00+00:00,2024-05-02 02:50:00+00:00,short,57266.37279,57564.216346049994,0.6661548387611764,SL,-217.58326668574665
2024-05-21 14:25:00+00:00,2024-05-21 14:25:00+00:00,long,70833.0826,70464.82281299999,0.5288458385003401,SL,-213.3851699946325
2024-06-24 07:45:00+00:00,2024-06-24 07:45:00+00:00,short,62240.17536,62563.8877632,0.5907706148996005,SL,-209.7202287112786
2024-06-24 10:05:00+00:00,2024-06-24 10:05:00+00:00,short,61169.8824,61488.02818799999,0.5901406885376058,SL,-205.89406803149456
2024-06-24 19:45:00+00:00,2024-06-24 19:45:00+00:00,short,60830.51634,59625.829986799996,0.5826063496210937,TP,684.4887251003344
2024-06-24 20:00:00+00:00,2024-06-24 20:00:00+00:00,short,59284.17099,59592.50915504999,0.6308789085285686,SL,-213.3218735905503
2024-07-03 11:20:00+00:00,2024-07-03 11:20:00+00:00,short,60064.9929,60377.3921355,0.6113175181531489,SL,-209.43000407521833
2024-07-03 21:55:00+00:00,2024-07-03 21:55:00+00:00,short,59923.10709,60234.76837454999,0.6015856374176135,SL,-205.60913828805167
2024-07-04 01:55:00+00:00,2024-07-04 01:55:00+00:00,short,59806.918710000005,58622.5036642,0.5917576309462459,TP,683.5414846154696
2024-07-04 08:40:00+00:00,2024-07-04 08:40:00+00:00,short,58404.55896,57247.9162192,0.6394941697388414,TP,721.3614348864171
2024-07-04 13:55:00+00:00,2024-07-04 13:55:00+00:00,short,57155.683860000005,57452.951720699995,0.6896233468705824,SL,-224.81330543959723
2024-07-04 23:40:00+00:00,2024-07-04 23:40:00+00:00,short,58002.49917,56853.8188134,0.6671572141500315,TP,747.3851689714525
2024-07-05 03:00:00+00:00,2024-07-05 03:00:00+00:00,short,56291.97024,55177.1651648,0.7254650368957511,TP,788.7375529305002
2024-07-05 04:20:00+00:00,2024-07-05 04:20:00+00:00,short,53745.12495,54024.654425249995,0.8018846545112933,SL,-245.81116736100927
2024-07-26 22:05:00+00:00,2024-07-26 22:05:00+00:00,long,68196.819,67842.26509500001,0.6205506464958592,SL,-241.06843569760022
2024-07-27 14:25:00+00:00,2024-07-27 14:25:00+00:00,long,69305.22983,68944.91331915,0.5994965114155972,SL,-236.67460876735345
2024-08-04 17:40:00+00:00,2024-08-04 17:40:00+00:00,short,58637.33568,57476.08303359999,0.6955092312227651,TP,787.6743621908707
2024-08-05 00:35:00+00:00,2024-08-05 00:35:00+00:00,short,58209.27849,57056.50307979999,0.739388947729632,TP,831.2559236297227
2024-08-05 05:05:00+00:00,2024-08-05 05:05:00+00:00,short,52897.90968,53173.032771599996,0.8586470914900628,SL,-259.062077371613
2024-08-05 06:15:00+00:00,2024-08-05 06:15:00+00:00,short,52030.89639,51000.4775378,0.8570288025190048,TP,861.2441958979178
2024-08-05 10:30:00+00:00,2024-08-05 10:30:00+00:00,short,51147.78471,51413.80536645,0.9200637930333014,SL,-268.40796458845875
2024-08-05 12:35:00+00:00,2024-08-05 12:35:00+00:00,short,50383.56114,50645.60705429999,0.9169790640408185,SL,-263.51109790774075
2024-08-05 19:20:00+00:00,2024-08-05 19:20:00+00:00,short,52724.727,52998.94936499999,0.8602752979816559,SL,-258.7035702424494
2024-08-12 07:25:00+00:00,2024-08-12 07:25:00+00:00,short,58051.69425,58353.622278749994,0.7670795502894954,SL,-253.98375168101194
2024-08-15 08:40:00+00:00,2024-08-15 08:40:00+00:00,short,58012.698150000004,58314.42335924999,0.7535910833449536,SL,-249.3500420481449
2024-09-01 14:15:00+00:00,2024-09-01 14:15:00+00:00,short,57454.65396,57753.476770199995,0.7470284027529212,SL,-244.8008703623746
2024-09-02 05:40:00+00:00,2024-09-02 05:40:00+00:00,short,57542.2452,57841.52357399999,0.7322831418403352,SL,-240.3346943033828
2024-09-06 19:45:00+00:00,2024-09-06 19:45:00+00:00,short,53254.77399,53531.753140049994,0.7768028412339877,SL,-235.94999968912268
2024-09-06 21:30:00+00:00,2024-09-06 21:30:00+00:00,short,53159.38353,53435.86655234999,0.7639992409789456,SL,-231.64529996247984
2024-09-19 17:15:00+00:00,2024-09-19 17:15:00+00:00,long,63642.76364,63311.8861782,0.6266343581586923,SL,-227.17588748376352
2024-09-20 07:25:00+00:00,2024-09-20 07:25:00+00:00,long,63736.373,63405.008864999996,0.6143094640525605,SL,-223.03527268514543
2024-10-14 22:55:00+00:00,2024-10-14 22:55:00+00:00,long,65198.119159999995,66488.7824568,0.5895909418738559,TP,741.3627968659599
2024-10-15 13:50:00+00:00,2024-10-15 13:50:00+00:00,long,65873.78671999999,67177.82554559999,0.6157894357824591,TP,782.3296350097362
2024-10-28 13:50:00+00:00,2024-10-28 13:50:00+00:00,long,69268.22613,68908.10200065,0.6179734128066529,SL,-243.8388247301241
2024-10-29 02:10:00+00:00,2024-10-29 02:10:00+00:00,long,69593.65866999999,70971.3361566,0.603872852672594,TP,810.5132022845187
2024-10-29 18:40:00+00:00,2024-10-29 18:40:00+00:00,long,71657.165,73075.6917,0.6188915403429436,TP,855.3012106816744
2024-10-29 19:20:00+00:00,2024-10-29 19:20:00+00:00,long,73260.22528999999,72879.34683644999,0.6388000064869629,SL,-266.58282221443045
2024-11-06 13:15:00+00:00,2024-11-06 13:15:00+00:00,long,74346.93395,73960.40571975001,0.6179899562521557,SL,-261.7239580499895
2024-11-06 20:55:00+00:00,2024-11-06 20:55:00+00:00,long,74919.19116999999,76402.2930066,0.602091807565563,TP,869.9628682530553
2024-11-10 19:40:00+00:00,2024-11-10 19:40:00+00:00,long,80316.13081,79898.56884405001,0.5926687288708581,SL,-271.15261120210107
2024-11-10 22:25:00+00:00,2024-11-10 22:25:00+00:00,long,81400.93928,80977.73741639999,0.5741120910149686,SL,-266.21045590973074
2024-11-11 13:10:00+00:00,2024-11-11 13:10:00+00:00,long,82088.90806999999,81662.12947035,0.5589242451024007,SL,-261.3583786690641
2024-11-11 16:00:00+00:00,2024-11-11 16:00:00+00:00,long,82968.99607,84611.45200860001,0.5429163375562843,TP,868.7476929623772
2024-11-11 19:05:00+00:00,2024-11-11 19:05:00+00:00,long,85164.41558999999,86850.3320982,0.558148251651641,TP,916.7536709744882
2024-11-11 20:20:00+00:00,2024-11-11 20:20:00+00:00,long,87212.42036999999,86759.00473184999,0.575159626763734,SL,-285.7365075971802
2024-11-11 22:10:00+00:00,2024-11-11 22:10:00+00:00,long,87804.67959,87348.18480794999,0.5608676462357137,SL,-280.52853933537233
2024-11-11 23:35:00+00:00,2024-11-11 23:35:00+00:00,long,89051.60427,88588.62675135,0.5429347276349568,SL,-275.41549395774
2024-11-12 07:55:00+00:00,2024-11-12 07:55:00+00:00,long,89541.45325,89075.92901625,0.530122879677161,SL,-270.39564135506527
2024-12-05 10:00:00+00:00,2024-12-05 10:00:00+00:00,long,103211.92016000001,102675.3234408,0.4515253599157027,SL,-265.4672829519039
2024-12-06 15:00:00+00:00,2024-12-06 15:00:00+00:00,long,99534.35243999999,99016.8753222,0.45967441078792465,SL,-260.6287511318424
2024-12-19 14:35:00+00:00,2024-12-19 14:35:00+00:00,long,102686.36761,102152.50322805,0.43744338141495703,SL,-255.8784086732541
2025-01-17 19:15:00+00:00,2025-01-17 19:15:00+00:00,long,103368.23578999999,105414.5154942,0.42663733273129006,TP,850.5324311612587
2025-02-25 07:25:00+00:00,2025-02-25 07:25:00+00:00,short,90882.9108,89083.067416,0.5119598061978723,TP,898.6439950942552
2025-02-25 10:25:00+00:00,2025-02-25 10:25:00+00:00,short,87163.2828,87616.62078599998,0.5633425545464295,SL,-280.06366459332
2025-02-25 19:55:00+00:00,2025-02-25 19:55:00+00:00,short,87547.2444,88002.57937799998,0.5506392540129681,SL,-274.9541499418821
2025-02-26 14:20:00+00:00,2025-02-26 14:20:00+00:00,short,87543.64476,85809.9321352,0.5406155545192409,TP,914.0769200109951
2025-02-26 18:30:00+00:00,2025-02-26 18:30:00+00:00,short,85069.99215,85512.44288924999,0.5871172106331444,SL,-284.8733573428022
2025-02-26 20:25:00+00:00,2025-02-26 20:25:00+00:00,short,83012.89788,83444.64963059998,0.5906893505038531,SL,-279.6760940874589
2025-02-28 08:30:00+00:00,2025-02-28 08:30:00+00:00,short,78757.1235,79166.7408825,0.6112493100699004,SL,-274.57365031821917
2025-03-04 01:45:00+00:00,2025-03-04 01:45:00+00:00,short,84274.67169,82605.6977438,0.5608086067210193,TP,912.8119602926441
2025-03-04 08:25:00+00:00,2025-03-04 08:25:00+00:00,short,83228.07635999999,83660.94725819997,0.5992801954034194,SL,-284.47913086800276
2025-03-04 12:40:00+00:00,2025-03-04 12:40:00+00:00,short,83305.16865,83738.44050674999,0.5878023884791781,SL,-279.28905992714306
2025-03-04 13:40:00+00:00,2025-03-04 13:40:00+00:00,short,82821.91698,83252.6754351,0.5804456058365046,SL,-274.19367725493663
2025-03-04 15:25:00+00:00,2025-03-04 15:25:00+00:00,short,81901.809,82327.78195499998,0.576257808959845,SL,-269.19125534740107
2025-03-09 17:45:00+00:00,2025-03-09 17:45:00+00:00,short,82202.87889,82630.41771555,0.5636724413626526,SL,-264.28009821735156
2025-03-09 21:45:00+00:00,2025-03-09 21:45:00+00:00,short,81780.92109,82206.26530454999,0.5562440056216378,SL,-259.45854081937284
2025-03-09 23:15:00+00:00,2025-03-09 23:15:00+00:00,short,80506.04859,80924.76216705,0.5547436532190747,SL,-254.72494848535396
2025-03-10 09:05:00+00:00,2025-03-10 09:05:00+00:00,short,81239.07528,81661.60134359999,0.5397086687455758,SL,-250.0777163702509
2025-04-06 23:40:00+00:00,2025-04-06 23:40:00+00:00,short,77962.203,78367.68598499999,0.5521330880839673,SL,-245.51526890799866
2025-04-07 04:00:00+00:00,2025-04-07 04:00:00+00:00,short,77367.46248,77769.85220759998,0.5462268391222144,SL,-241.0360592773639
2025-04-07 05:00:00+00:00,2025-04-07 05:00:00+00:00,short,76807.21850999999,77206.69439744999,0.5401729873529608,SL,-236.63856887749867
2025-04-07 06:50:00+00:00,2025-04-07 06:50:00+00:00,short,76152.48399000001,74644.3616898,0.5348775107770403,TP,786.6979066912319
2025-04-07 13:45:00+00:00,2025-04-07 13:45:00+00:00,short,76018.49739,76413.87112304999,0.565466881925066,SL,-245.17550874273655
2025-04-10 15:45:00+00:00,2025-04-10 15:45:00+00:00,short,80537.34546,78942.3854492,0.5240016518987471,TP,815.07871018154
2025-04-21 16:50:00+00:00,2025-04-21 16:50:00+00:00,long,87656.16474,87200.4420837,0.5081856581067768,SL,-253.74872502973028
2025-04-22 02:45:00+00:00,2025-04-22 02:45:00+00:00,long,88349.53407,87890.20660035,0.4950076649503014,SL,-249.1237811695969
2025-04-22 18:00:00+00:00,2025-04-22 18:00:00+00:00,long,89667.86588999999,91442.9327922,0.4788402753545861,TP,828.0802446635398
2025-04-22 21:50:00+00:00,2025-04-22 21:50:00+00:00,long,93445.64363,92959.82158815,0.4848723724902881,SL,-258.09851065975204
2025-05-08 20:55:00+00:00,2025-05-08 20:55:00+00:00,long,100459.84498000001,102448.5501204,0.44279765612804367,TP,857.9119859653946
2025-06-09 21:30:00+00:00,2025-06-09 21:30:00+00:00,long,110525.75147,109951.13028735,0.424710828554661,SL,-267.39655641077485
2025-07-10 21:15:00+00:00,2025-07-10 21:15:00+00:00,long,113279.22678999999,115521.70467420001,0.40683457317634525,TP,888.8184211690443
2025-07-11 06:50:00+00:00,2025-07-11 06:50:00+00:00,long,118285.32734999999,117670.36428674999,0.4111461670369693,SL,-277.02956594972335
2025-07-14 10:05:00+00:00,2025-07-14 10:05:00+00:00,long,122410.93987,121774.52782935,0.39004813676096506,SL,-271.9802945101684
